"id","Longitude","Latitude","ndd","ndd5","cdd","bioc_1","bioc_2","bioc_3","bioc_4","bioc_5","bioc_6","bioc_7","bioc_8","bioc_9","bioc_10","bioc_11","bioc_12","bioc_13","bioc_14","bioc_15","bioc_16","bioc_17","bioc_18","bioc_19","bioc_21","bioc_22","bioc_23","bioc_24","bioc_25","bioc_26","bioc_27","bioc_28","bioc_29","dewpoint","rsds","t10","rnge","ttrm","vpd"
"Alstonville_AUS",153.455278,-28.851667,197.444444444444,322,26.6666666666667,19.8163324699984,6.92359477877336,40.9616520049584,350.998674879034,27.9081925368224,10.9738954933741,16.9342970434483,22.0654290289155,17.3748602134495,23.8896409052566,15.3515995488989,2455.31737518092,1022.09659673955,29.1727448337414,95.809004731481,1489.92395139404,148.108558985694,1276.19592692392,304.268063798875,315.103532760855,49.2945902405873,46.6358393946565,7.02733561222859,39.6085037824279,55.0003943259449,93.7713358726912,92.7741073534467,56.3284968336828,288.201325159409,1926908183.38914,21.3333333333333,6.92359477877336,4397.81517198352,0.534143667101472
"Buginyanya_UGA",34.258322,1.151632,180.444444444444,310.444444444444,52,22.2734077743844,8.30098427649504,66.0772019270274,120.593317745719,29.9916005486959,17.3517242978551,12.6398762508408,21.638943536288,23.6089998194391,23.9367342245406,20.9881679618468,1706.66937824398,306.242013423846,18.1283496107143,59.330849963423,667.255768742736,158.84722623869,242.725784814124,494.119602621927,468.527123052225,30.8947902709234,59.8369953208328,22.7124247208468,37.124570599986,85.2192558294527,156.989406800293,161.444732896511,89.7400747941241,287.026526150727,2108031942.88852,0,8.30098427649504,5363.89077250164,1.0713359231772
"Bugusege_UGA",34.373672,1.282554,164,258.555555555556,72.7777777777778,17.5743374508927,7.66220689991881,65.0513668324614,123.027201878917,24.9132807741075,13.1133192274306,11.7999615466769,16.5174167506964,19.0305921633882,19.2213307729015,16.2834318081253,2606.6996923276,445.68556261549,13.4754027505535,63.07535909985,1050.19369822885,162.622699962458,254.068484129832,901.470475143236,329.586638633683,53.987631904626,50.8674190823265,6.95748050860082,43.9099385737257,38.2862862307554,137.24505433644,137.47156667471,43.4920252168945,284.222286610671,2165198670.76377,0,7.66220689991881,3346.50995551216,0.65155810698868
"Bulegeni_UGA",34.321545,1.297548,168.888888888889,269.666666666667,70.3333333333333,23.0504717462634,9.18705212352616,65.9627913685169,141.88052566565,31.6595165822294,17.7009950261817,13.9585215560476,21.8307010548849,24.7457330109001,24.9307339816085,21.5588938844864,2417.53130040962,400.976167104259,17.6451093205251,60.7871001582658,966.135796821314,168.855220286276,236.274352673632,844.703839757738,483.700629389839,41.5945856801477,67.2523788168464,16.8554718804012,50.3969069364452,72.532030375824,182.642901554765,184.091718094727,73.6703426119022,287.15143698349,2183338690.3631,0,9.18705212352616,5711.57444593643,1.20751664453746
"CCRI_IND",75.5758333333333,13.3738889,243.777777777778,302.555555555556,122.777777777778,22.4910199405356,9.46884119627317,53.8917057448862,171.117799570111,32.2709451800749,14.672027547263,17.5989176328119,21.643003997742,22.7441286857943,25.0873547486032,21.1290490974235,2859.04732731268,1039.10248283545,2.372926543491,130.327287763937,1926.64240981266,35.5492353127051,377.76783737505,1263.22523607079,460.559265409057,67.4403376171453,74.5723057479152,0,74.5723057479152,19.9074293427456,186.78406598951,184.385611923738,50.2490909086309,289.31592805899,1890714864.91401,0,9.46884119627317,5382.84061347114,0.864387983376646
"CRI_ZWE",32.89,-20.2491667,269,367.444444444444,28.6666666666667,20.1993505855961,9.79826027872593,53.8961521736336,279.318484551709,28.6103296423472,10.402447965524,18.2078816768232,22.851750417674,17.352835363755,23.0294808154106,16.4646480558784,1298.37585268062,498.472385162274,12.001666950589,124.985726102719,853.827995527124,46.8740022053159,605.833624530398,54.1576070735965,497.026239204341,32.9907239223154,63.760044385329,16.7456073187977,47.0144370665313,104.006446920227,118.167041649834,125.073323856327,100.792189532152,288.257035577693,2063354100.96375,28.4444444444444,9.79826027872593,4533.40946282282,0.6316690683113
"Chanchamayo_PER",-75.2430555555555,-10.7783333,134.888888888889,289.777777777778,14.1111111111111,19.9018298057983,8.58376520689896,74.5086242052144,68.844480640689,25.5095213677009,13.9799081745399,11.529613193161,20.3047232675122,19.1095155826084,20.5275774214265,18.9590321700728,2017.4938146407,888.096846098701,22.609211638725,90.8223032098924,1271.85441921287,111.290577763633,486.517153648789,146.070913701525,456.573605940217,20.0216126038493,50.6731314472883,25.7668703724416,24.9062610748467,96.5097602443629,111.119602465057,116.176051710461,108.034778433653,289.872136857833,1752709536.8568,0,8.58376520689896,4266.09447903104,0.367884950594123
"Chicharras_MEX",-92.15243,14.96545,175.888888888889,240.777777777778,105.111111111111,25.8825652867738,7.86379316735865,73.4640070558288,75.2201856824568,32.1072267046966,21.3932208281122,10.7140058765844,25.3537208961235,26.2140179577046,26.8746093175395,25.0443790649998,3991.19393470377,774.041653328472,9.27053392315914,85.2254757146568,1880.30830017726,69.3464671045553,345.114614845292,1506.06062383893,308.725149411345,88.2556340568707,58.0567081134465,0,58.0567081134465,10.0120778107972,140.705444080708,151.3677304008,28.3002355051505,292.830941252071,2000883505.1199,0,7.86379316735865,6860.1320851644,0.978252461978445
"Copan_HND",-88.8785555555555,14.55925,239.444444444444,331.777777777778,93.7777777777778,21.6611433586408,8.88771560010392,59.1645515944936,166.569479830751,29.9811513666041,14.8906509912735,15.0905003753306,22.5254180981125,20.4448782171472,23.402903858156,19.4209145790425,1634.91924438827,384.950096594791,5.5996310138562,96.1598973852513,878.444214707551,42.6992811150505,473.267419995281,105.629463622271,477.679343558919,35.9656160497283,66.227041657765,21.1668963994176,45.0601452583474,97.3702828276587,133.843127307162,156.759676481239,96.1186151858394,289.908425313697,1947808672.36182,0.111111111111111,8.88771560010392,4867.36020575631,0.640544278774865
"Cordoba_MEX",-96.86025,18.85983,173.222222222222,302.444444444444,33,20.8944976507015,9.49803857752839,59.9059242641348,199.490492073984,28.8656602574648,12.9855244849699,15.880135772495,22.2242293934763,19.7634965464912,22.8496491317111,18.1654994837309,2449.86191338521,538.743353687356,22.3837554114232,92.0014062466875,1310.90771409786,100.495291376436,653.597690335432,220.975541219522,437.440199829588,39.5867758732536,60.0587261418231,14.8048115341932,45.2539146076299,78.595242282655,137.416944379705,140.38735321272,95.0967342888745,290.349929952725,1940988889.2473,1,9.49803857752839,4469.22719489204,0.473115200889292
"Encantos_PRI",-66.6308666666666,18.1612278,102,277.111111111111,15.6666666666667,22.8003309394759,7.26067274679791,63.9112380406775,139.331161414319,28.5893909486249,17.2164968922236,11.3728940564013,23.5591325931979,21.3046679508068,24.4643655391862,21.1189455354369,2624.88679239578,698.101189751592,56.5172629792036,72.0503376729352,1240.99227292649,262.420898605837,712.740378592474,607.78769093532,357.380087719946,38.0972569736906,44.7267201730286,10.4703961642022,34.2563240088264,62.0110939797822,83.246477875316,104.991884917896,87.5477651156115,291.822732914347,1974933239.61583,0,7.26067274679791,5371.66500854493,0.542994832670227
"FlorAmarilla_SLV",-89.569322,13.917171,243.666666666667,310.444444444444,133.888888888889,22.5690329756229,9.15713541591763,67.0424911684525,83.9254827653416,29.519551970597,15.8482465741303,13.6713053964667,22.7261602677467,22.0204865212219,23.5011929158432,21.6357095521648,1902.01638047949,416.477429141601,0.761188303689576,97.9562101550848,1020.04533639033,9.08798752332122,429.982521471912,198.850219885177,471.529749546715,39.8598639077816,63.9689712162849,16.2740166698928,47.6949545463921,70.256878849937,152.309072228236,147.16956241436,116.332145098961,289.967453920435,2206690481.52584,0,9.15713541591763,5368.37681240506,0.789028820106602
"Gahororo_RWA",30.512222,-2.1597,200.222222222222,316.666666666667,66.5555555555556,21.465118204397,10.7246899238557,83.645749850299,56.4788671771412,28.32546498653,15.490052786295,12.835412200235,21.1342517775925,21.6397439140098,22.0878786950698,20.8397794655907,1724.70253349024,750.564421638433,1.86807685543075,95.9731781110151,1043.09114773462,37.574918918348,185.295226576962,394.104000531357,603.477766990036,15.6448737223901,60.8760178925777,33.9022714300401,26.9737464625376,129.697790614182,164.916802837397,172.036995362928,131.671013529363,287.213025811702,2106056129.6197,0,10.7246899238557,4904.44104682075,0.967442330126463
"Gambung_IDN",107.505833333333,-7.1372222,82.6666666666667,187.888888888889,17.3333333333333,19.8616919298153,7.49397874887326,76.3527714553352,33.6378490985032,24.7747925278677,14.9037712762575,9.87102125161016,19.7357622978868,19.7339469201723,20.2743186510118,19.5181735725122,4122.47585301221,1259.83041710924,61.5646095823669,79.7590810730144,2071.67203149613,281.001033278327,909.812104993345,1757.95443314267,276.673191293407,60.6044170011577,43.9940297734056,4.73428115260612,39.2597486207994,28.082974132679,115.471511126018,73.6527022576669,50.3070894313576,289.57270161133,1933783950.01752,0,7.49397874887326,4222.02988857694,0.382804407680848
"Hilo_USA",-155.19706,19.6828803,35.5555555555556,194.555555555556,4.33333333333333,18.828388273422,6.04452998603956,60.4095893628958,135.242868713471,23.7579504234105,13.7183411458762,10.0396092775343,18.915015639217,18.9767693087009,20.4647576979649,17.2066496577708,4704.71232475358,1312.78354378541,134.99624234707,73.0920934267035,2143.60733614365,591.974284252566,1066.24514661522,1523.01997274532,169.30952841776,72.2372546747212,27.4001651562569,0.70283492149002,26.6973302347669,17.6894066408584,68.8698235471185,49.8461456303092,38.5155209880026,288.459256624662,1773880991.37164,0.222222222222222,6.04452998603956,3655.71604241266,0.353369289209369
"Kateshi_ZMB",31.225105,-10.022932,219.444444444444,287,152.888888888889,21.1737348515515,11.1862883344712,56.8614917419334,199.345350372932,31.4436626511805,11.7472982645889,19.6963643865916,21.182361940658,20.1980226724094,23.8600567944161,18.7902205983371,2049.1548881499,1092.42408730421,0.0185343018448394,136.170271723675,1585.79059861124,0.306904348498809,160.166325993921,7.43749939028235,598.304839837744,30.9482042179387,76.7455734516714,26.980898995148,49.7646744565234,103.128781106901,174.912989013825,207.490400492454,144.475445903889,285.509040682602,2205907564.56893,3.22222222222222,11.1862883344712,4755.22159322104,1.11006672455569
"Koru_KEN",35.2666666666666,-0.1166667,132,272.444444444444,18,20.0514644465417,11.2375389153433,76.7734606540834,107.641625983911,28.4463968256469,13.7849399325099,14.661456893137,20.1322863915853,20.5451855616138,21.2488498466431,18.7077030201634,2477.44833920118,872.905332103889,44.073526747971,74.1874207909312,1286.24451986958,263.57398899374,892.190483553988,470.935474174679,571.996362505481,24.563007556659,64.5510385087165,27.9630894438269,36.5879490648895,125.494878953666,168.447958352972,173.839558744116,113.628121109664,285.928419327364,2268253356.9123,0,11.2375389153433,4393.69788106284,0.894393381876749
"LaCumplida_NIC",-85.8825,13.0258333,189,331.888888888889,40.7777777777778,20.7754390776652,7.07949359153164,64.4369952304286,98.4143852839226,26.6488073241896,15.6306853021852,11.0181220220044,21.1491608923909,20.228016919355,21.6972832233485,19.4641591309979,1815.10749206632,412.81171544217,16.3026187564506,82.4363217458122,805.304369792161,92.8654375763565,455.935322999259,287.310389682282,364.934865262509,39.7657623138694,51.5929550363125,11.0214857032347,40.5714693330778,64.7686736260688,121.113639365146,110.96049158175,87.3883271183727,290.260176537961,2072787517.00782,0,7.07949359153164,4565.18264940051,0.425467541434837
"LaFe_HND",-88.0549999999999,14.9988889,158.888888888889,283.111111111111,30.3333333333333,21.4625797242159,7.28883041057113,56.5274326008527,167.98989386623,28.3906182693609,15.4569538269499,12.933664442411,22.0120182209466,21.2267373739165,23.1173037578746,19.2187998148345,2548.82206163311,598.591747708205,27.0582708011017,83.0504324110077,1236.2374590581,142.441887879549,598.506525996895,520.998946480337,343.85070571835,50.9164694728759,54.2722874644706,10.5942963199952,43.6779911444753,55.1576400360461,127.643690650603,116.199376716001,66.4852261664238,291.330105446349,2007265607.9747,0,7.28883041057113,4774.37480672201,0.39201309359848
"LaVirgen_NIC",-85.6433083333333,13.1541667,169.333333333333,315.444444444444,38.8888888888889,22.9557936392697,7.2240162090524,64.7669762010453,97.5417399895135,28.9927423037366,17.7971129540789,11.1956293496577,23.458050933923,22.5998273605238,23.976278240488,21.673326807578,2048.02276231424,425.670301367839,19.3287337107985,78.9821269541791,912.212443731104,104.539938465007,531.910805575692,227.967031819022,378.563629065635,41.0253105385683,54.4598382622402,12.3347045730765,42.1251336891638,69.4204855286514,131.141446861232,115.934695263285,91.7271659475156,292.230240736103,1921339917.56027,0,7.2240162090524,5492.67166307238,0.510464871232767
"LasLagunas_HND",-87.952131,14.216486,262,341.333333333333,125.111111111111,19.1679354648222,9.71786067466531,63.3777269169807,168.98488818619,27.1209228734389,11.7562759913635,15.3646468820754,19.6241559173329,17.5943884967621,20.7927328172788,16.8959775419952,1365.18513904074,298.36754175317,4.19211985660271,92.5165643054764,667.780816860859,36.9936969146931,435.832036097815,79.5218950048179,502.735303770816,29.5652063848861,61.0864246161263,23.8804191316046,37.2060054845216,103.074843572513,123.993903119783,151.453084850569,102.796729838661,287.907384918414,2165455232.80466,6.88888888888889,9.71786067466531,3794.74161444771,0.519478163791136
